Institution Name,Year,Month,Items
Library of Congress,2010,8,6
Library of Congress,2010,9,11
Library of Congress,2010,10,21
Library of Congress,2010,11,5
Library of Congress,2010,12,115
Library of Congress,2011,1,227
Library of Congress,2011,3,32
Library of Congress,2011,2,259
Library of Congress,2012,5,166
Library of Congress,2012,6,6
Library of Congress,2012,3,178
Library of Congress,2012,4,98
Library of Congress,2011,12,8
Library of Congress,2012,1,94
Library of Congress,2012,2,151
Library of Congress,2011,7,3
Library of Congress,2011,8,2
Library of Congress,2011,9,35
Library of Congress,2011,10,7
Library of Congress,2011,5,14
Library of Congress,2011,6,16
Library of Congress,2011,4,21
Library of Congress,2013,1,3
Library of Congress,2012,11,3
Library of Congress,2012,10,17
Library of Congress,2012,9,6
Library of Congress,2012,7,14
Library of Congress,2012,8,3
Library of Congress,2013,9,3
Library of Congress,2013,10,23
Library of Congress,2013,8,1
Library of Congress,2013,6,1
Library of Congress,2013,3,1
Library of Congress,2013,12,5
Library of Congress,2013,11,210
Library of Congress,2014,2,3
Library of Congress,2014,5,1
Library of Congress,2014,3,15
Lincoln Financial Collection (archive.org),2011,4,5
Lincoln Financial Collection (archive.org),2011,5,2
Lincoln Financial Collection (archive.org),2011,12,1
Lincoln Financial Collection (archive.org),2012,4,3
Lincoln Financial Collection (archive.org),2012,6,1
Lincoln Financial Collection (archive.org),2012,5,9
Lincoln Financial Collection (archive.org),2011,2,1
Lincoln Financial Collection (archive.org),2011,3,1
Lincoln Financial Collection (archive.org),2010,10,1
Lincoln Financial Collection (archive.org),2010,1,3
Mathematical Sciences - University of Toronto (archive.org),2010,4,2
"MBLWHOI Library, Woods Hole",2010,4,1
"MBLWHOI Library, Woods Hole",2010,1,12
"MBLWHOI Library, Woods Hole",2010,5,1
"MBLWHOI Library, Woods Hole",2010,10,64
"MBLWHOI Library, Woods Hole",2010,11,903
"MBLWHOI Library, Woods Hole",2010,9,168
"MBLWHOI Library, Woods Hole",2011,3,3
"MBLWHOI Library, Woods Hole",2011,1,3
"MBLWHOI Library, Woods Hole",2009,12,284
"MBLWHOI Library, Woods Hole",2009,7,126
"MBLWHOI Library, Woods Hole",2009,6,371
"MBLWHOI Library, Woods Hole",2009,8,140
"MBLWHOI Library, Woods Hole",2009,9,20
"MBLWHOI Library, Woods Hole",2009,11,384
"MBLWHOI Library, Woods Hole",2008,4,967
"MBLWHOI Library, Woods Hole",2008,3,2
"MBLWHOI Library, Woods Hole",2008,1,1539
"MBLWHOI Library, Woods Hole",2008,2,1827
"MBLWHOI Library, Woods Hole",2008,8,494
"MBLWHOI Library, Woods Hole",2008,7,441
"MBLWHOI Library, Woods Hole",2008,5,690
"MBLWHOI Library, Woods Hole",2008,6,1016
"MBLWHOI Library, Woods Hole",2009,2,316
"MBLWHOI Library, Woods Hole",2009,3,273
"MBLWHOI Library, Woods Hole",2009,4,3
"MBLWHOI Library, Woods Hole",2009,5,193
"MBLWHOI Library, Woods Hole",2008,9,261
"MBLWHOI Library, Woods Hole",2008,10,499
"MBLWHOI Library, Woods Hole",2008,12,774
"MBLWHOI Library, Woods Hole",2009,1,238
"MBLWHOI Library, Woods Hole",2008,11,326
"MBLWHOI Library, Woods Hole",2012,5,1
"MBLWHOI Library, Woods Hole",2011,12,1
"MBLWHOI Library, Woods Hole",2011,5,119
"MBLWHOI Library, Woods Hole",2011,6,111
"MBLWHOI Library, Woods Hole",2011,9,66
"MBLWHOI Library, Woods Hole",2011,8,11
"MBLWHOI Library, Woods Hole",2011,7,4
"MBLWHOI Library, Woods Hole",2013,4,2
"MBLWHOI Library, Woods Hole",2013,1,5
"MBLWHOI Library, Woods Hole",2009,10,13
"Mertz Library, The New York Botanical Garden",2009,10,1
"Mertz Library, The New York Botanical Garden",2014,3,52
"Mertz Library, The New York Botanical Garden",2014,5,1
"Mertz Library, The New York Botanical Garden",2013,12,1
"Mertz Library, The New York Botanical Garden",2013,1,1
"Mertz Library, The New York Botanical Garden",2012,11,178
"Mertz Library, The New York Botanical Garden",2012,12,4
"Mertz Library, The New York Botanical Garden",2012,8,16
"Mertz Library, The New York Botanical Garden",2013,4,81
"Mertz Library, The New York Botanical Garden",2013,6,4
"Mertz Library, The New York Botanical Garden",2013,5,28
"Mertz Library, The New York Botanical Garden",2013,7,2
"Mertz Library, The New York Botanical Garden",2013,10,31
"Mertz Library, The New York Botanical Garden",2011,8,1
"Mertz Library, The New York Botanical Garden",2011,10,1
"Mertz Library, The New York Botanical Garden",2011,4,27
"Mertz Library, The New York Botanical Garden",2012,2,15
"Mertz Library, The New York Botanical Garden",2012,6,1
"Mertz Library, The New York Botanical Garden",2012,3,95
"Mertz Library, The New York Botanical Garden",2008,11,183
"Mertz Library, The New York Botanical Garden",2008,12,328
"Mertz Library, The New York Botanical Garden",2008,10,160
"Mertz Library, The New York Botanical Garden",2008,9,74
"Mertz Library, The New York Botanical Garden",2009,5,555
"Mertz Library, The New York Botanical Garden",2009,4,46
"Mertz Library, The New York Botanical Garden",2009,3,255
"Mertz Library, The New York Botanical Garden",2009,2,270
"Mertz Library, The New York Botanical Garden",2008,6,1134
"Mertz Library, The New York Botanical Garden",2008,5,743
"Mertz Library, The New York Botanical Garden",2008,7,153
"Mertz Library, The New York Botanical Garden",2008,8,522
"Mertz Library, The New York Botanical Garden",2008,2,56
"Mertz Library, The New York Botanical Garden",0,0,37
"Mertz Library, The New York Botanical Garden",2008,3,30
"Mertz Library, The New York Botanical Garden",2008,4,375
"Mertz Library, The New York Botanical Garden",2009,11,4
"Mertz Library, The New York Botanical Garden",2009,9,21
"Mertz Library, The New York Botanical Garden",2009,8,584
"Mertz Library, The New York Botanical Garden",2009,6,351
"Mertz Library, The New York Botanical Garden",2009,7,249
"Mertz Library, The New York Botanical Garden",2009,12,3
"Mertz Library, The New York Botanical Garden",2011,1,2
"Mertz Library, The New York Botanical Garden",2011,3,276
"Mertz Library, The New York Botanical Garden",2011,2,229
"Mertz Library, The New York Botanical Garden",2010,8,65
"Mertz Library, The New York Botanical Garden",2010,5,3
"Mertz Library, The New York Botanical Garden",2010,6,43
"Mertz Library, The New York Botanical Garden",2010,7,206
"Mertz Library, The New York Botanical Garden",2010,2,28
"Mertz Library, The New York Botanical Garden",2010,4,250
"Mertz Library, The New York Botanical Garden",2010,3,295
Mississauga - University of Toronto (archive.org),2010,7,1
Mississauga - University of Toronto (archive.org),2009,11,12
"Missouri Botanical Garden, Peter H. Raven Library",2009,11,72
"Missouri Botanical Garden, Peter H. Raven Library",2009,12,63
"Missouri Botanical Garden, Peter H. Raven Library",2009,7,69
"Missouri Botanical Garden, Peter H. Raven Library",2009,6,42
"Missouri Botanical Garden, Peter H. Raven Library",2009,8,72
"Missouri Botanical Garden, Peter H. Raven Library",2009,9,62
"Missouri Botanical Garden, Peter H. Raven Library",2008,4,109
"Missouri Botanical Garden, Peter H. Raven Library",2008,3,12
"Missouri Botanical Garden, Peter H. Raven Library",2008,1,9
"Missouri Botanical Garden, Peter H. Raven Library",0,0,453
"Missouri Botanical Garden, Peter H. Raven Library",2006,5,1008
"Missouri Botanical Garden, Peter H. Raven Library",2006,6,3
"Missouri Botanical Garden, Peter H. Raven Library",2006,7,11
"Missouri Botanical Garden, Peter H. Raven Library",2008,2,76
"Missouri Botanical Garden, Peter H. Raven Library",2008,8,62
"Missouri Botanical Garden, Peter H. Raven Library",2008,7,49
"Missouri Botanical Garden, Peter H. Raven Library",2008,5,16
"Missouri Botanical Garden, Peter H. Raven Library",2008,6,18
"Missouri Botanical Garden, Peter H. Raven Library",2009,2,58
"Missouri Botanical Garden, Peter H. Raven Library",2009,3,33
"Missouri Botanical Garden, Peter H. Raven Library",2009,4,64
"Missouri Botanical Garden, Peter H. Raven Library",2009,5,34
"Missouri Botanical Garden, Peter H. Raven Library",2008,9,216
"Missouri Botanical Garden, Peter H. Raven Library",2008,10,36
"Missouri Botanical Garden, Peter H. Raven Library",2008,12,61
"Missouri Botanical Garden, Peter H. Raven Library",2009,1,81
"Missouri Botanical Garden, Peter H. Raven Library",2008,11,83
"Missouri Botanical Garden, Peter H. Raven Library",2010,7,67
"Missouri Botanical Garden, Peter H. Raven Library",2010,6,62
"Missouri Botanical Garden, Peter H. Raven Library",2010,5,49
"Missouri Botanical Garden, Peter H. Raven Library",2010,3,154
"Missouri Botanical Garden, Peter H. Raven Library",2010,4,48
"Missouri Botanical Garden, Peter H. Raven Library",2010,2,77
"Missouri Botanical Garden, Peter H. Raven Library",2010,1,72
"Missouri Botanical Garden, Peter H. Raven Library",2010,8,56
"Missouri Botanical Garden, Peter H. Raven Library",2010,9,55
"Missouri Botanical Garden, Peter H. Raven Library",2010,11,60
"Missouri Botanical Garden, Peter H. Raven Library",2010,10,52
"Missouri Botanical Garden, Peter H. Raven Library",2011,2,49
"Missouri Botanical Garden, Peter H. Raven Library",2011,3,116
"Missouri Botanical Garden, Peter H. Raven Library",2011,1,38
"Missouri Botanical Garden, Peter H. Raven Library",2010,12,26
"Missouri Botanical Garden, Peter H. Raven Library",2012,3,36
"Missouri Botanical Garden, Peter H. Raven Library",2012,4,29
"Missouri Botanical Garden, Peter H. Raven Library",2012,6,43
"Missouri Botanical Garden, Peter H. Raven Library",2012,5,40
"Missouri Botanical Garden, Peter H. Raven Library",2012,2,27
"Missouri Botanical Garden, Peter H. Raven Library",2012,1,20
"Missouri Botanical Garden, Peter H. Raven Library",2011,12,44
"Missouri Botanical Garden, Peter H. Raven Library",2011,11,48
"Missouri Botanical Garden, Peter H. Raven Library",2011,4,43
"Missouri Botanical Garden, Peter H. Raven Library",2011,6,60
"Missouri Botanical Garden, Peter H. Raven Library",2011,5,60
"Missouri Botanical Garden, Peter H. Raven Library",2011,10,47
"Missouri Botanical Garden, Peter H. Raven Library",2011,9,54
"Missouri Botanical Garden, Peter H. Raven Library",2011,8,56
"Missouri Botanical Garden, Peter H. Raven Library",2011,7,42
"Missouri Botanical Garden, Peter H. Raven Library",2013,10,71
"Missouri Botanical Garden, Peter H. Raven Library",2013,9,100
"Missouri Botanical Garden, Peter H. Raven Library",2013,7,49
"Missouri Botanical Garden, Peter H. Raven Library",2013,8,42
"Missouri Botanical Garden, Peter H. Raven Library",2013,5,17
"Missouri Botanical Garden, Peter H. Raven Library",2013,6,41
"Missouri Botanical Garden, Peter H. Raven Library",2013,4,28
"Missouri Botanical Garden, Peter H. Raven Library",2013,3,28
"Missouri Botanical Garden, Peter H. Raven Library",2012,8,38
"Missouri Botanical Garden, Peter H. Raven Library",2012,7,51
"Missouri Botanical Garden, Peter H. Raven Library",2012,9,64
"Missouri Botanical Garden, Peter H. Raven Library",2012,10,231
"Missouri Botanical Garden, Peter H. Raven Library",2012,12,40
"Missouri Botanical Garden, Peter H. Raven Library",2012,11,44
"Missouri Botanical Garden, Peter H. Raven Library",2013,1,12
"Missouri Botanical Garden, Peter H. Raven Library",2013,2,38
"Missouri Botanical Garden, Peter H. Raven Library",2013,12,139
"Missouri Botanical Garden, Peter H. Raven Library",2013,11,20
"Missouri Botanical Garden, Peter H. Raven Library",2014,2,40
"Missouri Botanical Garden, Peter H. Raven Library",2014,1,81
"Missouri Botanical Garden, Peter H. Raven Library",2014,5,111
"Missouri Botanical Garden, Peter H. Raven Library",2014,6,28
"Missouri Botanical Garden, Peter H. Raven Library",2014,3,175
"Missouri Botanical Garden, Peter H. Raven Library",2014,4,257
"Missouri Botanical Garden, Peter H. Raven Library",2009,10,109
"Missouri Botanical Garden, Peter H. Raven Library",2006,8,94
"Missouri Botanical Garden, Peter H. Raven Library",2006,9,1
MIT Libraries (archive.org),2009,11,2
Montana State Library (archive.org),2009,11,512
Montana State Library (archive.org),2010,12,6
Montana State Library (archive.org),2011,1,2
Montana State Library (archive.org),2011,3,8
Montana State Library (archive.org),2010,10,1
Montana State Library (archive.org),2010,11,5
Montana State Library (archive.org),2010,8,2
Montana State Library (archive.org),2010,6,102
Montana State Library (archive.org),2010,7,86
Montana State Library (archive.org),2013,2,4
Montana State Library (archive.org),2012,12,1
Montana State Library (archive.org),2012,10,13
Montana State Library (archive.org),2013,3,6
Montana State Library (archive.org),2013,6,29
Montana State Library (archive.org),2013,8,6
Montana State Library (archive.org),2013,9,69
Montana State Library (archive.org),2013,10,76
Montana State Library (archive.org),2011,7,10
Montana State Library (archive.org),2011,5,23
Montana State Library (archive.org),2011,6,1
Montana State Library (archive.org),2011,4,14
Montana State Library (archive.org),2012,1,189
Montana State Library (archive.org),2012,5,3
Montana State Library (archive.org),2014,3,2
Montana State Library (archive.org),2014,5,3
Montana State Library (archive.org),2014,1,9
Montana State Library (archive.org),2013,11,17
"Morris Library, Southern Illinois University Carbondale (archive.org)",2010,7,1
"Mugar Memorial Library, Boston University (archive.org)",2009,11,20
Museum Victoria,2012,5,16
Museum Victoria,2012,6,35
Museum Victoria,2012,4,11
Museum Victoria,2012,3,30
Museum Victoria,2012,1,9
Museum Victoria,2012,2,11
Museum Victoria,2013,10,2
Museum Victoria,2013,9,8
Museum Victoria,2013,8,6
Museum Victoria,2013,6,1
Museum Victoria,2013,5,5
Museum Victoria,2013,3,6
Museum Victoria,2013,4,5
Museum Victoria,2012,10,34
Museum Victoria,2012,9,21
Museum Victoria,2012,7,21
Museum Victoria,2012,8,21
Museum Victoria,2012,12,17
Museum Victoria,2012,11,19
Museum Victoria,2013,11,7
Museum Victoria,2014,2,24
Museum Victoria,2014,3,6
Music - University of Toronto (archive.org),2009,11,2
Music - University of Toronto (archive.org),2010,7,1
National Library of Medicine (archive.org),2009,11,2
National Library of Scotland (archive.org),2009,11,15
National Library of Scotland (archive.org),2010,7,2
"Natural History Museum Library, London",2010,7,15
"Natural History Museum Library, London",2010,6,44
"Natural History Museum Library, London",2010,5,32
"Natural History Museum Library, London",2010,1,61
"Natural History Museum Library, London",2010,2,52
"Natural History Museum Library, London",2010,4,46
"Natural History Museum Library, London",2010,3,81
"Natural History Museum Library, London",2010,8,1
"Natural History Museum Library, London",2011,3,47
"Natural History Museum Library, London",2011,2,28
"Natural History Museum Library, London",2011,1,65
"Natural History Museum Library, London",2010,12,9
"Natural History Museum Library, London",2009,11,105
"Natural History Museum Library, London",2009,9,152
"Natural History Museum Library, London",2009,8,138
"Natural History Museum Library, London",2009,6,132
"Natural History Museum Library, London",2009,7,72
"Natural History Museum Library, London",2009,12,69
"Natural History Museum Library, London",2008,11,186
"Natural History Museum Library, London",2009,1,50
"Natural History Museum Library, London",2008,12,84
"Natural History Museum Library, London",2008,10,144
"Natural History Museum Library, London",2008,9,267
"Natural History Museum Library, London",2009,5,119
"Natural History Museum Library, London",2009,4,147
"Natural History Museum Library, London",2009,3,186
"Natural History Museum Library, London",2009,2,137
"Natural History Museum Library, London",2008,6,192
"Natural History Museum Library, London",2008,5,264
"Natural History Museum Library, London",2008,7,84
"Natural History Museum Library, London",2008,8,103
"Natural History Museum Library, London",2008,2,765
"Natural History Museum Library, London",0,0,1
"Natural History Museum Library, London",2008,1,48
"Natural History Museum Library, London",2008,4,154
"Natural History Museum Library, London",2012,11,85
"Natural History Museum Library, London",2012,12,69
"Natural History Museum Library, London",2013,2,20
"Natural History Museum Library, London",2013,1,42
"Natural History Museum Library, London",2012,8,31
"Natural History Museum Library, London",2012,7,17
"Natural History Museum Library, London",2012,9,31
"Natural History Museum Library, London",2012,10,46
"Natural History Museum Library, London",2013,4,41
"Natural History Museum Library, London",2013,3,43
"Natural History Museum Library, London",2013,5,57
"Natural History Museum Library, London",2013,6,30
"Natural History Museum Library, London",2013,8,38
"Natural History Museum Library, London",2013,7,8
"Natural History Museum Library, London",2013,9,77
"Natural History Museum Library, London",2013,10,29
"Natural History Museum Library, London",2012,1,8
"Natural History Museum Library, London",2011,11,11
"Natural History Museum Library, London",2011,12,68
"Natural History Museum Library, London",2012,6,6
"Natural History Museum Library, London",2012,5,2
"Natural History Museum Library, London",2011,4,69
"Natural History Museum Library, London",2011,6,53
"Natural History Museum Library, London",2011,5,18
"Natural History Museum Library, London",2011,7,74
"Natural History Museum Library, London",2011,8,75
"Natural History Museum Library, London",2011,9,39
"Natural History Museum Library, London",2011,10,30
"Natural History Museum Library, London",2014,3,50
"Natural History Museum Library, London",2014,4,108
"Natural History Museum Library, London",2014,5,171
"Natural History Museum Library, London",2014,6,44
"Natural History Museum Library, London",2014,2,58
"Natural History Museum Library, London",2014,1,55
"Natural History Museum Library, London",2013,11,71
"Natural History Museum Library, London",2013,12,36
"Natural History Museum Library, London",2009,10,107
Naval Postgraduate School (archive.org),2012,5,19
Naval Postgraduate School (archive.org),2012,6,52
Naval Postgraduate School (archive.org),2012,3,46
Naval Postgraduate School (archive.org),2012,4,74
Naval Postgraduate School (archive.org),2012,1,37
Naval Postgraduate School (archive.org),2012,2,4
Naval Postgraduate School (archive.org),2012,10,43
Naval Postgraduate School (archive.org),2012,9,58
Naval Postgraduate School (archive.org),2012,7,49
Naval Postgraduate School (archive.org),2012,8,67
Naval Postgraduate School (archive.org),2013,1,16
Naval Postgraduate School (archive.org),2013,2,4
Naval Postgraduate School (archive.org),2012,12,4
Naval Postgraduate School (archive.org),2012,11,3
NC History of Health Digital Collection (archive.org),2010,4,1
NCSU Libraries (archive.org),2010,3,51
NCSU Libraries (archive.org),2010,2,63
NCSU Libraries (archive.org),2010,6,1
NCSU Libraries (archive.org),2010,7,16
NCSU Libraries (archive.org),2010,9,1
NCSU Libraries (archive.org),2009,12,31
NCSU Libraries (archive.org),2009,11,1887
NCSU Libraries (archive.org),2013,1,8
NCSU Libraries (archive.org),2013,6,1
NCSU Libraries (archive.org),2013,3,1
New College of California (archive.org),2009,11,2
New York Public Library (archive.org),2009,11,97
New York Public Library (archive.org),2010,7,2
Nipissing University / Canadore College Libraries (archive.org),2009,11,1
"Northeastern University, Snell Library (archive.org)",2009,11,54
"Northeastern University, Snell Library (archive.org)",2011,8,3
OISE - University of Toronto (archive.org),2013,9,1
OISE - University of Toronto (archive.org),2009,11,41
Ontario Ministry of Natural Resources Library (archive.org),2009,11,29
Ontario Ministry of the Environment (archive.org),2009,11,87
Ontario Ministry of the Environment (archive.org),2010,7,5
Penn State University (archive.org),2010,7,3
Penn State University (archive.org),2010,6,17
Penn State University (archive.org),2010,5,40
Penn State University (archive.org),2010,3,12
Penn State University (archive.org),2010,4,2
Penn State University (archive.org),2010,8,75
Penn State University (archive.org),2010,11,25
Penn State University (archive.org),2010,12,15
Penn State University (archive.org),2011,1,1
Penn State University (archive.org),2009,11,3
Penn State University (archive.org),2013,4,17
Penn State University (archive.org),2013,1,51
Penn State University (archive.org),2013,2,18
Penn State University (archive.org),2012,11,58
Penn State University (archive.org),2012,12,18
Penn State University (archive.org),2012,8,5
Penn State University (archive.org),2012,7,6
Penn State University (archive.org),2012,9,61
Penn State University (archive.org),2011,5,148
Penn State University (archive.org),2011,6,1
Penn State University (archive.org),2011,4,53
Penn State University (archive.org),2012,2,25
Penn State University (archive.org),2012,4,2
Penn State University (archive.org),2012,3,8
Penn State University (archive.org),2012,6,18
Penn State University (archive.org),2012,5,1
"Philadelphia Museum of Art, Library (archive.org)",2009,11,1
PIMS - University of Toronto (archive.org),2009,11,3
PIMS - University of Toronto (archive.org),2011,12,1
PIMS - University of Toronto (archive.org),2011,7,1
PIMS - University of Toronto (archive.org),2011,10,2
PIMS - University of Toronto (archive.org),2011,9,2
Prelinger Library (archive.org),2012,8,1
Prelinger Library (archive.org),2013,1,1
Prelinger Library (archive.org),2009,11,267
Prelinger Library (archive.org),2010,7,9
Princeton Theological Seminary Library (archive.org),2010,2,2
Princeton Theological Seminary Library (archive.org),2009,11,45
Princeton Theological Seminary Library (archive.org),2011,10,6
Princeton Theological Seminary Library (archive.org),2011,5,2
Princeton Theological Seminary Library (archive.org),2014,6,1
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,1,1
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,2,14
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,12,4
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,11,7
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,8,1
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,4,6
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,3,16
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,6,7
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,5,5
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,9,1
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,10,2
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,8,2
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2009,11,5
Regis - University of Toronto (archive.org),2009,11,2
"Research Library, The Getty Research Institute (archive.org)",2009,11,42
"Research Library, The Getty Research Institute (archive.org)",2009,12,1
"Research Library, The Getty Research Institute (archive.org)",2010,2,2
"Research Library, The Getty Research Institute (archive.org)",2010,1,1
"Research Library, The Getty Research Institute (archive.org)",2010,4,15
"Research Library, The Getty Research Institute (archive.org)",2010,3,3
"Research Library, The Getty Research Institute (archive.org)",2010,7,5
"Research Library, The Getty Research Institute (archive.org)",2010,5,1
"Research Library, The Getty Research Institute (archive.org)",2010,6,16
"Research Library, The Getty Research Institute (archive.org)",2010,12,3
"Research Library, The Getty Research Institute (archive.org)",2011,2,3
"Research Library, The Getty Research Institute (archive.org)",2010,10,6
"Research Library, The Getty Research Institute (archive.org)",2013,8,4
"Research Library, The Getty Research Institute (archive.org)",2013,7,1
"Research Library, The Getty Research Institute (archive.org)",2013,10,3
"Research Library, The Getty Research Institute (archive.org)",2013,5,1
"Research Library, The Getty Research Institute (archive.org)",2013,3,8
"Research Library, The Getty Research Institute (archive.org)",2013,4,3
"Research Library, The Getty Research Institute (archive.org)",2012,8,3
"Research Library, The Getty Research Institute (archive.org)",2012,7,5
"Research Library, The Getty Research Institute (archive.org)",2012,9,6
"Research Library, The Getty Research Institute (archive.org)",2012,10,3
"Research Library, The Getty Research Institute (archive.org)",2012,11,3
"Research Library, The Getty Research Institute (archive.org)",2012,12,5
"Research Library, The Getty Research Institute (archive.org)",2013,2,1
"Research Library, The Getty Research Institute (archive.org)",2013,1,2
"Research Library, The Getty Research Institute (archive.org)",2011,5,1
"Research Library, The Getty Research Institute (archive.org)",2011,10,7
"Research Library, The Getty Research Institute (archive.org)",2011,9,2
"Research Library, The Getty Research Institute (archive.org)",2011,7,5
"Research Library, The Getty Research Institute (archive.org)",2011,8,1
"Research Library, The Getty Research Institute (archive.org)",2011,12,2
"Research Library, The Getty Research Institute (archive.org)",2011,11,3
"Research Library, The Getty Research Institute (archive.org)",2012,1,1
"Research Library, The Getty Research Institute (archive.org)",2012,5,5
"Research Library, The Getty Research Institute (archive.org)",2012,6,5
"Research Library, The Getty Research Institute (archive.org)",2012,3,1
"Research Library, The Getty Research Institute (archive.org)",2014,6,25
"Research Library, The Getty Research Institute (archive.org)",2014,5,3
"Research Library, The Getty Research Institute (archive.org)",2014,4,28
"Research Library, The Getty Research Institute (archive.org)",2014,3,6
"Research Library, The Getty Research Institute (archive.org)",2013,12,7
"Research Library, The Getty Research Institute (archive.org)",2013,11,4
"Research Library, The Getty Research Institute (archive.org)",2014,1,1
"Research Library, The Getty Research Institute (archive.org)",2014,2,3
Robarts - University of Toronto (archive.org),2014,2,7
Robarts - University of Toronto (archive.org),2013,11,1
Robarts - University of Toronto (archive.org),2013,12,12
Robarts - University of Toronto (archive.org),2012,1,53
Robarts - University of Toronto (archive.org),2011,5,5
Robarts - University of Toronto (archive.org),2011,4,9
Robarts - University of Toronto (archive.org),2011,6,6
Robarts - University of Toronto (archive.org),2013,1,3
Robarts - University of Toronto (archive.org),2012,12,2
Robarts - University of Toronto (archive.org),2012,11,4
Robarts - University of Toronto (archive.org),2013,4,7
Robarts - University of Toronto (archive.org),2013,3,6
Robarts - University of Toronto (archive.org),2013,5,87
Robarts - University of Toronto (archive.org),2013,10,1
Robarts - University of Toronto (archive.org),2013,7,6
Robarts - University of Toronto (archive.org),2013,8,2
Robarts - University of Toronto (archive.org),2010,10,10
Robarts - University of Toronto (archive.org),2010,11,6
Robarts - University of Toronto (archive.org),2010,8,105
Robarts - University of Toronto (archive.org),2010,9,30
Robarts - University of Toronto (archive.org),2011,2,6
Robarts - University of Toronto (archive.org),2011,3,1
Robarts - University of Toronto (archive.org),2010,12,19
Robarts - University of Toronto (archive.org),2011,1,3
Robarts - University of Toronto (archive.org),2010,6,48
Robarts - University of Toronto (archive.org),2010,5,31
Robarts - University of Toronto (archive.org),2010,7,40
Robarts - University of Toronto (archive.org),2010,3,25
Robarts - University of Toronto (archive.org),2010,4,13
Robarts - University of Toronto (archive.org),2010,1,29
Robarts - University of Toronto (archive.org),2010,2,22
Robarts - University of Toronto (archive.org),2009,12,87
Robarts - University of Toronto (archive.org),2009,11,1002
ROM - University of Toronto (archive.org),2009,11,3
ROM - University of Toronto (archive.org),2011,9,55
ROM - University of Toronto (archive.org),2011,10,78
ROM - University of Toronto (archive.org),2012,1,4
ROM - University of Toronto (archive.org),2012,5,1
Roman Catholic Archdiocese of Toronto,2011,9,1
Royal Botanic Garden Edinburgh,2012,6,25
"Royal Botanic Gardens Kew, Library",2013,8,15
"Royal Botanic Gardens Kew, Library",2013,7,10
"Royal Botanic Gardens Kew, Library",2013,9,1
"Royal Botanic Gardens Kew, Library",2014,2,50
Royal Ontario Museum (archive.org),2014,2,6
Royal Ontario Museum (archive.org),2012,7,2
Royal Ontario Museum (archive.org),2012,6,68
Royal Ontario Museum (archive.org),2011,11,11
Rutgers University Libraries (archive.org),2010,7,2
Rutgers University Libraries (archive.org),2010,5,1
Rutgers University Libraries (archive.org),2010,8,1
Ryerson University Library Special Collections (archive.org),2009,11,1
Saint Louis Public Library,2008,4,1
Saint Mary's College of California (archive.org),2009,11,11
San Francisco Public Library (archive.org),2011,2,1
San Francisco Public Library (archive.org),2010,7,1
San Francisco Public Library (archive.org),2012,2,5
San Francisco Public Library (archive.org),2012,5,1
San Francisco Public Library (archive.org),2012,3,30
San Francisco Public Library (archive.org),2012,4,31
San Francisco Public Library (archive.org),2012,11,2
San Francisco Public Library (archive.org),2013,5,4
San Francisco Public Library (archive.org),2014,1,1
San Francisco Public Library (archive.org),2013,12,13
San Francisco Public Library (archive.org),2014,3,10
San Francisco Public Library (archive.org),2014,4,2
"School of Government Library, University of North Carolina at Chapel Hill",2013,9,1
"School of Theology, Boston University (archive.org)",2010,3,1
"School of Theology, Boston University (archive.org)",2009,11,1
SciELO - Scientific Electronic Library Online,2013,12,2
SciELO - Scientific Electronic Library Online,2014,1,9
Scott - York University Libraries (archive.org),2009,11,6
Scott - York University Libraries (archive.org),2009,12,5
Scott - York University Libraries (archive.org),2010,7,1
Smithsonian Institution Archives,2014,6,9
Smithsonian Libraries,2014,6,125
Smithsonian Libraries,2014,5,258
Smithsonian Libraries,2014,4,237
Smithsonian Libraries,2014,3,222
Smithsonian Libraries,2014,1,99
Smithsonian Libraries,2014,2,139
Smithsonian Libraries,2013,12,207
Smithsonian Libraries,2013,11,88
Smithsonian Libraries,2009,10,463
Smithsonian Libraries,2006,8,52
Smithsonian Libraries,2010,7,328
Smithsonian Libraries,2010,5,477
Smithsonian Libraries,2010,6,317
Smithsonian Libraries,2010,3,348
Smithsonian Libraries,2010,4,400
Smithsonian Libraries,2010,2,157
Smithsonian Libraries,2010,1,257
Smithsonian Libraries,2011,2,121
Smithsonian Libraries,2011,3,136
Smithsonian Libraries,2011,1,130
Smithsonian Libraries,2010,12,75
Smithsonian Libraries,2010,8,366
Smithsonian Libraries,2010,9,239
Smithsonian Libraries,2010,11,90
