Institution Name,Year,Month,Pages
Lewis & Clark Community College / NGRREC,2010,4,916
Lewis & Clark Community College / NGRREC,2010,7,168
Lewis & Clark Community College / NGRREC,2009,11,1214
Library of Congress,2009,11,156325
Library of Congress,2009,12,4122
Library of Congress,2010,7,3447
Library of Congress,2010,6,6444
Library of Congress,2010,5,13708
Library of Congress,2010,4,231391
Library of Congress,2010,3,126892
Library of Congress,2010,1,16320
Library of Congress,2010,2,158264
Library of Congress,2010,8,596
Library of Congress,2010,9,5732
Library of Congress,2010,10,3374
Library of Congress,2010,11,2358
Library of Congress,2010,12,32240
Library of Congress,2011,1,48528
Library of Congress,2011,3,6414
Library of Congress,2011,2,44405
Library of Congress,2012,5,47250
Library of Congress,2012,6,1820
Library of Congress,2012,3,34054
Library of Congress,2012,4,31387
Library of Congress,2011,12,3296
Library of Congress,2012,1,19561
Library of Congress,2012,2,28712
Library of Congress,2011,7,650
Library of Congress,2011,8,142
Library of Congress,2011,9,10920
Library of Congress,2011,10,2812
Library of Congress,2011,5,4032
Library of Congress,2011,6,2782
Library of Congress,2011,4,5848
Library of Congress,2013,1,470
Library of Congress,2012,11,1428
Library of Congress,2012,10,6118
Library of Congress,2012,9,1572
Library of Congress,2012,7,4951
Library of Congress,2012,8,854
Library of Congress,2013,9,656
Library of Congress,2013,10,11902
Library of Congress,2013,8,248
Library of Congress,2013,3,132
Library of Congress,2013,6,748
Library of Congress,2013,12,1680
Library of Congress,2013,11,52694
Library of Congress,2014,2,800
Library of Congress,2014,5,464
Library of Congress,2014,3,6876
Lincoln Financial Collection (archive.org),2011,4,2684
Lincoln Financial Collection (archive.org),2011,5,804
Lincoln Financial Collection (archive.org),2011,12,4
Lincoln Financial Collection (archive.org),2012,4,242
Lincoln Financial Collection (archive.org),2012,6,100
Lincoln Financial Collection (archive.org),2012,5,3078
Lincoln Financial Collection (archive.org),2011,2,598
Lincoln Financial Collection (archive.org),2011,3,742
Lincoln Financial Collection (archive.org),2010,10,4
Lincoln Financial Collection (archive.org),2010,1,1742
Mathematical Sciences - University of Toronto (archive.org),2010,4,602
"MBLWHOI Library, Woods Hole",2010,4,64
"MBLWHOI Library, Woods Hole",2010,3,4
"MBLWHOI Library, Woods Hole",2010,1,452
"MBLWHOI Library, Woods Hole",2010,5,126
"MBLWHOI Library, Woods Hole",2010,10,7224
"MBLWHOI Library, Woods Hole",2010,11,110425
"MBLWHOI Library, Woods Hole",2010,9,86511
"MBLWHOI Library, Woods Hole",2011,3,1452
"MBLWHOI Library, Woods Hole",2011,1,3060
"MBLWHOI Library, Woods Hole",2009,12,74359
"MBLWHOI Library, Woods Hole",2009,7,53980
"MBLWHOI Library, Woods Hole",2009,6,205028
"MBLWHOI Library, Woods Hole",2009,8,84218
"MBLWHOI Library, Woods Hole",2009,9,11210
"MBLWHOI Library, Woods Hole",2009,11,131618
"MBLWHOI Library, Woods Hole",2009,2,165137
"MBLWHOI Library, Woods Hole",2009,3,150748
"MBLWHOI Library, Woods Hole",2009,4,1434
"MBLWHOI Library, Woods Hole",2009,5,106366
"MBLWHOI Library, Woods Hole",2008,9,102805
"MBLWHOI Library, Woods Hole",2008,10,156556
"MBLWHOI Library, Woods Hole",2008,3,426
"MBLWHOI Library, Woods Hole",2008,12,101657
"MBLWHOI Library, Woods Hole",2008,11,137145
"MBLWHOI Library, Woods Hole",2008,8,256684
"MBLWHOI Library, Woods Hole",2008,7,215625
"MBLWHOI Library, Woods Hole",2008,5,247242
"MBLWHOI Library, Woods Hole",2008,6,442555
"MBLWHOI Library, Woods Hole",2008,4,369168
"MBLWHOI Library, Woods Hole",2008,2,752208
"MBLWHOI Library, Woods Hole",2008,1,636191
"MBLWHOI Library, Woods Hole",2012,5,1560
"MBLWHOI Library, Woods Hole",2011,12,108
"MBLWHOI Library, Woods Hole",2011,5,60020
"MBLWHOI Library, Woods Hole",2011,6,66190
"MBLWHOI Library, Woods Hole",2011,9,23554
"MBLWHOI Library, Woods Hole",2011,8,7173
"MBLWHOI Library, Woods Hole",2011,7,4476
"MBLWHOI Library, Woods Hole",2013,5,34
"MBLWHOI Library, Woods Hole",2013,4,1014
"MBLWHOI Library, Woods Hole",2013,10,58
"MBLWHOI Library, Woods Hole",2012,7,116
"MBLWHOI Library, Woods Hole",2013,1,3134
"MBLWHOI Library, Woods Hole",2009,10,4244
"MBLWHOI Library, Woods Hole",2009,1,120624
"Mertz Library, The New York Botanical Garden",2009,10,217
"Mertz Library, The New York Botanical Garden",2014,3,18561
"Mertz Library, The New York Botanical Garden",2014,5,354
"Mertz Library, The New York Botanical Garden",2013,12,34
"Mertz Library, The New York Botanical Garden",2013,1,660
"Mertz Library, The New York Botanical Garden",2012,11,27598
"Mertz Library, The New York Botanical Garden",2012,12,332
"Mertz Library, The New York Botanical Garden",2012,8,1311
"Mertz Library, The New York Botanical Garden",2013,10,7534
"Mertz Library, The New York Botanical Garden",2013,7,518
"Mertz Library, The New York Botanical Garden",2013,4,10114
"Mertz Library, The New York Botanical Garden",2013,5,10070
"Mertz Library, The New York Botanical Garden",2013,6,562
"Mertz Library, The New York Botanical Garden",2011,8,57
"Mertz Library, The New York Botanical Garden",2011,10,502
"Mertz Library, The New York Botanical Garden",2011,4,19146
"Mertz Library, The New York Botanical Garden",2012,2,4442
"Mertz Library, The New York Botanical Garden",2012,6,520
"Mertz Library, The New York Botanical Garden",2012,3,16058
"Mertz Library, The New York Botanical Garden",0,0,4216
"Mertz Library, The New York Botanical Garden",2008,2,16622
"Mertz Library, The New York Botanical Garden",2008,4,136178
"Mertz Library, The New York Botanical Garden",2008,6,609961
"Mertz Library, The New York Botanical Garden",2008,5,382978
"Mertz Library, The New York Botanical Garden",2008,7,98190
"Mertz Library, The New York Botanical Garden",2008,8,251640
"Mertz Library, The New York Botanical Garden",2008,11,105333
"Mertz Library, The New York Botanical Garden",2008,12,111835
"Mertz Library, The New York Botanical Garden",2008,3,9942
"Mertz Library, The New York Botanical Garden",2008,10,112494
"Mertz Library, The New York Botanical Garden",2008,9,45844
"Mertz Library, The New York Botanical Garden",2009,5,200547
"Mertz Library, The New York Botanical Garden",2009,4,13670
"Mertz Library, The New York Botanical Garden",2009,3,128280
"Mertz Library, The New York Botanical Garden",2009,2,125217
"Mertz Library, The New York Botanical Garden",2009,11,758
"Mertz Library, The New York Botanical Garden",2009,9,14208
"Mertz Library, The New York Botanical Garden",2009,8,263403
"Mertz Library, The New York Botanical Garden",2009,6,151058
"Mertz Library, The New York Botanical Garden",2009,7,143087
"Mertz Library, The New York Botanical Garden",2009,12,1920
"Mertz Library, The New York Botanical Garden",2011,1,708
"Mertz Library, The New York Botanical Garden",2011,3,147855
"Mertz Library, The New York Botanical Garden",2011,2,128143
"Mertz Library, The New York Botanical Garden",2010,8,26548
"Mertz Library, The New York Botanical Garden",2010,5,2584
"Mertz Library, The New York Botanical Garden",2010,6,16031
"Mertz Library, The New York Botanical Garden",2010,7,125026
"Mertz Library, The New York Botanical Garden",2010,2,7266
"Mertz Library, The New York Botanical Garden",2010,3,120493
"Mertz Library, The New York Botanical Garden",2010,4,163330
Mississauga - University of Toronto (archive.org),2010,7,238
Mississauga - University of Toronto (archive.org),2009,11,5405
"Missouri Botanical Garden, Peter H. Raven Library",2009,11,29547
"Missouri Botanical Garden, Peter H. Raven Library",2009,12,30163
"Missouri Botanical Garden, Peter H. Raven Library",2009,7,27223
"Missouri Botanical Garden, Peter H. Raven Library",2009,6,19323
"Missouri Botanical Garden, Peter H. Raven Library",2009,8,29219
"Missouri Botanical Garden, Peter H. Raven Library",2009,9,24008
"Missouri Botanical Garden, Peter H. Raven Library",2009,2,27233
"Missouri Botanical Garden, Peter H. Raven Library",2009,3,15645
"Missouri Botanical Garden, Peter H. Raven Library",2009,4,27408
"Missouri Botanical Garden, Peter H. Raven Library",2009,5,15024
"Missouri Botanical Garden, Peter H. Raven Library",2008,9,41790
"Missouri Botanical Garden, Peter H. Raven Library",2008,10,52016
"Missouri Botanical Garden, Peter H. Raven Library",2008,3,9666
"Missouri Botanical Garden, Peter H. Raven Library",2008,12,19964
"Missouri Botanical Garden, Peter H. Raven Library",2008,11,25850
"Missouri Botanical Garden, Peter H. Raven Library",2008,8,34161
"Missouri Botanical Garden, Peter H. Raven Library",2008,7,28653
"Missouri Botanical Garden, Peter H. Raven Library",2008,5,30251
"Missouri Botanical Garden, Peter H. Raven Library",2008,6,22885
"Missouri Botanical Garden, Peter H. Raven Library",2008,4,17902
"Missouri Botanical Garden, Peter H. Raven Library",2008,2,10935
"Missouri Botanical Garden, Peter H. Raven Library",0,0,285498
"Missouri Botanical Garden, Peter H. Raven Library",2006,5,240502
"Missouri Botanical Garden, Peter H. Raven Library",2006,6,63485
"Missouri Botanical Garden, Peter H. Raven Library",2006,7,29441
"Missouri Botanical Garden, Peter H. Raven Library",2008,1,9372
"Missouri Botanical Garden, Peter H. Raven Library",2006,8,27665
"Missouri Botanical Garden, Peter H. Raven Library",2006,9,7416
"Missouri Botanical Garden, Peter H. Raven Library",2010,7,33329
"Missouri Botanical Garden, Peter H. Raven Library",2010,6,27315
"Missouri Botanical Garden, Peter H. Raven Library",2010,5,17449
"Missouri Botanical Garden, Peter H. Raven Library",2010,4,24434
"Missouri Botanical Garden, Peter H. Raven Library",2010,3,37586
"Missouri Botanical Garden, Peter H. Raven Library",2010,2,30452
"Missouri Botanical Garden, Peter H. Raven Library",2010,1,35057
"Missouri Botanical Garden, Peter H. Raven Library",2010,8,22930
"Missouri Botanical Garden, Peter H. Raven Library",2010,9,25267
"Missouri Botanical Garden, Peter H. Raven Library",2010,11,26327
"Missouri Botanical Garden, Peter H. Raven Library",2010,10,23840
"Missouri Botanical Garden, Peter H. Raven Library",2011,2,19470
"Missouri Botanical Garden, Peter H. Raven Library",2011,3,22830
"Missouri Botanical Garden, Peter H. Raven Library",2011,1,19394
"Missouri Botanical Garden, Peter H. Raven Library",2010,12,15156
"Missouri Botanical Garden, Peter H. Raven Library",2012,3,7658
"Missouri Botanical Garden, Peter H. Raven Library",2012,4,12622
"Missouri Botanical Garden, Peter H. Raven Library",2012,6,8293
"Missouri Botanical Garden, Peter H. Raven Library",2012,5,10624
"Missouri Botanical Garden, Peter H. Raven Library",2012,2,11188
"Missouri Botanical Garden, Peter H. Raven Library",2012,1,7574
"Missouri Botanical Garden, Peter H. Raven Library",2011,12,12688
"Missouri Botanical Garden, Peter H. Raven Library",2011,11,24158
"Missouri Botanical Garden, Peter H. Raven Library",2011,4,22577
"Missouri Botanical Garden, Peter H. Raven Library",2011,6,28909
"Missouri Botanical Garden, Peter H. Raven Library",2011,5,24590
"Missouri Botanical Garden, Peter H. Raven Library",2011,10,29041
"Missouri Botanical Garden, Peter H. Raven Library",2011,9,34863
"Missouri Botanical Garden, Peter H. Raven Library",2011,8,22610
"Missouri Botanical Garden, Peter H. Raven Library",2011,7,22565
"Missouri Botanical Garden, Peter H. Raven Library",2013,6,10862
"Missouri Botanical Garden, Peter H. Raven Library",2013,5,9955
"Missouri Botanical Garden, Peter H. Raven Library",2013,4,8165
"Missouri Botanical Garden, Peter H. Raven Library",2013,3,15191
"Missouri Botanical Garden, Peter H. Raven Library",2013,7,4805
"Missouri Botanical Garden, Peter H. Raven Library",2013,8,4997
"Missouri Botanical Garden, Peter H. Raven Library",2013,10,12252
"Missouri Botanical Garden, Peter H. Raven Library",2013,9,7876
"Missouri Botanical Garden, Peter H. Raven Library",2012,8,17229
"Missouri Botanical Garden, Peter H. Raven Library",2012,7,16480
"Missouri Botanical Garden, Peter H. Raven Library",2012,9,8505
"Missouri Botanical Garden, Peter H. Raven Library",2012,10,18111
"Missouri Botanical Garden, Peter H. Raven Library",2012,12,12171
"Missouri Botanical Garden, Peter H. Raven Library",2012,11,15000
"Missouri Botanical Garden, Peter H. Raven Library",2013,1,6342
"Missouri Botanical Garden, Peter H. Raven Library",2013,2,12782
"Missouri Botanical Garden, Peter H. Raven Library",2013,12,8898
"Missouri Botanical Garden, Peter H. Raven Library",2013,11,7310
"Missouri Botanical Garden, Peter H. Raven Library",2014,2,7422
"Missouri Botanical Garden, Peter H. Raven Library",2014,1,5107
"Missouri Botanical Garden, Peter H. Raven Library",2014,5,13523
"Missouri Botanical Garden, Peter H. Raven Library",2014,6,10522
"Missouri Botanical Garden, Peter H. Raven Library",2014,3,13293
"Missouri Botanical Garden, Peter H. Raven Library",2014,4,11490
"Missouri Botanical Garden, Peter H. Raven Library",2009,10,43612
"Missouri Botanical Garden, Peter H. Raven Library",2009,1,26718
MIT Libraries (archive.org),2009,11,110
Montana State Library (archive.org),2009,11,38477
Montana State Library (archive.org),2010,12,356
Montana State Library (archive.org),2011,1,170
Montana State Library (archive.org),2011,3,588
Montana State Library (archive.org),2010,10,28
Montana State Library (archive.org),2010,11,250
Montana State Library (archive.org),2010,8,146
Montana State Library (archive.org),2010,6,3714
Montana State Library (archive.org),2010,7,7121
Montana State Library (archive.org),2013,2,270
Montana State Library (archive.org),2012,12,440
Montana State Library (archive.org),2012,10,1752
Montana State Library (archive.org),2013,9,5906
Montana State Library (archive.org),2013,10,6079
Montana State Library (archive.org),2013,8,519
Montana State Library (archive.org),2013,3,822
Montana State Library (archive.org),2013,6,2604
Montana State Library (archive.org),2011,7,692
Montana State Library (archive.org),2011,5,2508
Montana State Library (archive.org),2011,6,58
Montana State Library (archive.org),2011,4,884
Montana State Library (archive.org),2012,1,15159
Montana State Library (archive.org),2012,5,134
Montana State Library (archive.org),2014,3,36
Montana State Library (archive.org),2014,5,104
Montana State Library (archive.org),2014,1,422
Montana State Library (archive.org),2013,11,1925
"Morris Library, Southern Illinois University Carbondale (archive.org)",2010,7,98
"Mugar Memorial Library, Boston University (archive.org)",2009,11,9718
Museum Victoria,2012,5,3524
Museum Victoria,2012,6,9937
Museum Victoria,2012,4,2160
Museum Victoria,2012,3,4716
Museum Victoria,2012,1,899
Museum Victoria,2012,2,1818
Museum Victoria,2013,6,174
Museum Victoria,2013,5,1378
Museum Victoria,2013,3,854
Museum Victoria,2013,4,1362
Museum Victoria,2013,8,1326
Museum Victoria,2013,10,900
Museum Victoria,2013,9,1156
Museum Victoria,2012,10,9014
Museum Victoria,2012,9,6547
Museum Victoria,2012,7,6361
Museum Victoria,2012,8,6125
Museum Victoria,2012,12,5284
Museum Victoria,2012,11,4799
Museum Victoria,2013,11,2718
Museum Victoria,2014,2,7574
Museum Victoria,2014,3,1062
Music - University of Toronto (archive.org),2009,11,710
Music - University of Toronto (archive.org),2010,7,426
National Library of Medicine (archive.org),2009,11,800
National Library of Scotland (archive.org),2009,11,2915
National Library of Scotland (archive.org),2010,7,97
"Natural History Museum Library, London",2010,7,6330
"Natural History Museum Library, London",2010,6,35784
"Natural History Museum Library, London",2010,5,26684
"Natural History Museum Library, London",2010,1,44402
"Natural History Museum Library, London",2010,2,32156
"Natural History Museum Library, London",2010,3,46900
"Natural History Museum Library, London",2010,4,43594
"Natural History Museum Library, London",2010,8,852
"Natural History Museum Library, London",2011,3,21186
"Natural History Museum Library, London",2011,2,13170
"Natural History Museum Library, London",2011,1,32836
"Natural History Museum Library, London",2010,12,5388
"Natural History Museum Library, London",2009,11,78686
"Natural History Museum Library, London",2009,9,76388
"Natural History Museum Library, London",2009,8,69100
"Natural History Museum Library, London",2009,6,83914
"Natural History Museum Library, London",2009,7,49144
"Natural History Museum Library, London",2009,12,46439
"Natural History Museum Library, London",2008,1,31450
"Natural History Museum Library, London",0,0,165
"Natural History Museum Library, London",2008,2,385386
"Natural History Museum Library, London",2008,4,84914
"Natural History Museum Library, London",2008,6,106774
"Natural History Museum Library, London",2008,5,150554
"Natural History Museum Library, London",2008,7,54518
"Natural History Museum Library, London",2008,8,66810
"Natural History Museum Library, London",2008,11,105765
"Natural History Museum Library, London",2008,12,61856
"Natural History Museum Library, London",2008,10,75733
"Natural History Museum Library, London",2008,9,162880
"Natural History Museum Library, London",2009,5,61792
"Natural History Museum Library, London",2009,4,69380
"Natural History Museum Library, London",2009,3,89918
"Natural History Museum Library, London",2009,2,80672
"Natural History Museum Library, London",2012,11,15586
"Natural History Museum Library, London",2012,12,17036
"Natural History Museum Library, London",2013,2,12187
"Natural History Museum Library, London",2013,1,8813
"Natural History Museum Library, London",2012,8,12381
"Natural History Museum Library, London",2012,7,11432
"Natural History Museum Library, London",2012,9,9152
"Natural History Museum Library, London",2012,10,18044
"Natural History Museum Library, London",2013,9,20144
"Natural History Museum Library, London",2013,10,7636
"Natural History Museum Library, London",2013,8,1677
"Natural History Museum Library, London",2013,7,4738
"Natural History Museum Library, London",2013,4,24368
"Natural History Museum Library, London",2013,3,24628
"Natural History Museum Library, London",2013,5,17684
"Natural History Museum Library, London",2013,6,21658
"Natural History Museum Library, London",2012,1,5786
"Natural History Museum Library, London",2011,11,6010
"Natural History Museum Library, London",2011,12,36918
"Natural History Museum Library, London",2012,6,4064
"Natural History Museum Library, London",2012,5,1202
"Natural History Museum Library, London",2011,4,37710
"Natural History Museum Library, London",2011,6,33902
"Natural History Museum Library, London",2011,5,9834
"Natural History Museum Library, London",2011,7,38586
"Natural History Museum Library, London",2011,8,41236
"Natural History Museum Library, London",2011,9,20743
"Natural History Museum Library, London",2011,10,14442
"Natural History Museum Library, London",2014,3,23042
"Natural History Museum Library, London",2014,4,31450
"Natural History Museum Library, London",2014,5,17880
"Natural History Museum Library, London",2014,6,15968
"Natural History Museum Library, London",2014,2,18829
"Natural History Museum Library, London",2014,1,20754
"Natural History Museum Library, London",2013,11,19387
"Natural History Museum Library, London",2013,12,14510
"Natural History Museum Library, London",2009,1,22306
"Natural History Museum Library, London",2009,10,65494
Naval Postgraduate School (archive.org),2012,5,5270
Naval Postgraduate School (archive.org),2012,6,10152
Naval Postgraduate School (archive.org),2012,3,5310
Naval Postgraduate School (archive.org),2012,4,15008
Naval Postgraduate School (archive.org),2012,1,4569
Naval Postgraduate School (archive.org),2012,2,528
Naval Postgraduate School (archive.org),2012,10,7406
Naval Postgraduate School (archive.org),2012,9,14078
Naval Postgraduate School (archive.org),2012,7,10724
Naval Postgraduate School (archive.org),2012,8,13804
Naval Postgraduate School (archive.org),2013,1,1854
Naval Postgraduate School (archive.org),2013,2,546
Naval Postgraduate School (archive.org),2012,12,388
Naval Postgraduate School (archive.org),2012,11,278
NC History of Health Digital Collection (archive.org),2010,4,676
NCSU Libraries (archive.org),2010,3,22596
NCSU Libraries (archive.org),2010,2,30250
NCSU Libraries (archive.org),2010,6,240
NCSU Libraries (archive.org),2010,7,4354
NCSU Libraries (archive.org),2010,9,644
NCSU Libraries (archive.org),2009,12,13610
NCSU Libraries (archive.org),2009,11,832399
NCSU Libraries (archive.org),2013,1,3522
NCSU Libraries (archive.org),2013,6,796
NCSU Libraries (archive.org),2013,3,420
New College of California (archive.org),2009,11,478
New York Public Library (archive.org),2009,11,35722
New York Public Library (archive.org),2010,7,700
Nipissing University / Canadore College Libraries (archive.org),2009,11,474
"Northeastern University, Snell Library (archive.org)",2009,11,23890
"Northeastern University, Snell Library (archive.org)",2011,8,1028
OISE - University of Toronto (archive.org),2013,9,624
OISE - University of Toronto (archive.org),2009,11,15128
Ontario Ministry of Natural Resources Library (archive.org),2009,11,14361
Ontario Ministry of the Environment (archive.org),2009,11,12574
Ontario Ministry of the Environment (archive.org),2010,7,340
Penn State University (archive.org),2010,7,167
Penn State University (archive.org),2010,6,3360
Penn State University (archive.org),2010,5,3138
Penn State University (archive.org),2010,3,1546
Penn State University (archive.org),2010,4,353
Penn State University (archive.org),2010,8,8266
Penn State University (archive.org),2010,11,2682
Penn State University (archive.org),2010,12,2115
Penn State University (archive.org),2011,1,146
Penn State University (archive.org),2009,11,1112
Penn State University (archive.org),2013,4,2956
Penn State University (archive.org),2013,1,4619
Penn State University (archive.org),2013,2,1112
Penn State University (archive.org),2012,11,6240
Penn State University (archive.org),2012,12,1750
Penn State University (archive.org),2012,8,1092
Penn State University (archive.org),2012,7,2766
Penn State University (archive.org),2012,9,9126
Penn State University (archive.org),2011,5,21765
Penn State University (archive.org),2011,6,313
Penn State University (archive.org),2011,4,18044
Penn State University (archive.org),2012,2,5588
Penn State University (archive.org),2012,4,224
Penn State University (archive.org),2012,3,1816
Penn State University (archive.org),2012,6,8366
Penn State University (archive.org),2012,5,76
"Philadelphia Museum of Art, Library (archive.org)",2009,11,276
PIMS - University of Toronto (archive.org),2009,11,1076
PIMS - University of Toronto (archive.org),2011,12,424
PIMS - University of Toronto (archive.org),2011,7,550
PIMS - University of Toronto (archive.org),2011,10,1038
PIMS - University of Toronto (archive.org),2011,9,988
Prelinger Library (archive.org),2012,8,628
Prelinger Library (archive.org),2013,1,208
Prelinger Library (archive.org),2009,11,112621
Prelinger Library (archive.org),2010,7,2156
Princeton Theological Seminary Library (archive.org),2010,2,58
Princeton Theological Seminary Library (archive.org),2009,11,17954
Princeton Theological Seminary Library (archive.org),2011,10,2960
Princeton Theological Seminary Library (archive.org),2011,5,1090
Princeton Theological Seminary Library (archive.org),2014,6,698
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,1,154
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,2,564
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,12,108
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,11,642
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,8,66
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,4,216
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,3,582
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,6,182
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,5,160
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,9,12
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,10,68
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,8,56
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2009,11,296
Regis - University of Toronto (archive.org),2009,11,878
"Research Library, The Getty Research Institute (archive.org)",2009,11,5160
"Research Library, The Getty Research Institute (archive.org)",2009,12,40
"Research Library, The Getty Research Institute (archive.org)",2010,2,584
"Research Library, The Getty Research Institute (archive.org)",2010,1,434
"Research Library, The Getty Research Institute (archive.org)",2010,4,5122
"Research Library, The Getty Research Institute (archive.org)",2010,3,1050
"Research Library, The Getty Research Institute (archive.org)",2010,7,842
"Research Library, The Getty Research Institute (archive.org)",2010,5,308
"Research Library, The Getty Research Institute (archive.org)",2010,6,5752
"Research Library, The Getty Research Institute (archive.org)",2010,12,748
"Research Library, The Getty Research Institute (archive.org)",2011,2,2238
"Research Library, The Getty Research Institute (archive.org)",2010,10,1370
"Research Library, The Getty Research Institute (archive.org)",2013,8,1934
"Research Library, The Getty Research Institute (archive.org)",2013,7,298
"Research Library, The Getty Research Institute (archive.org)",2013,10,1460
"Research Library, The Getty Research Institute (archive.org)",2013,5,176
"Research Library, The Getty Research Institute (archive.org)",2013,3,4125
"Research Library, The Getty Research Institute (archive.org)",2013,4,1259
"Research Library, The Getty Research Institute (archive.org)",2012,8,1289
"Research Library, The Getty Research Institute (archive.org)",2012,7,1893
"Research Library, The Getty Research Institute (archive.org)",2012,9,2668
"Research Library, The Getty Research Institute (archive.org)",2012,10,1085
"Research Library, The Getty Research Institute (archive.org)",2012,11,1678
"Research Library, The Getty Research Institute (archive.org)",2012,12,2128
"Research Library, The Getty Research Institute (archive.org)",2013,2,403
"Research Library, The Getty Research Institute (archive.org)",2013,1,966
"Research Library, The Getty Research Institute (archive.org)",2011,5,246
"Research Library, The Getty Research Institute (archive.org)",2011,10,2634
"Research Library, The Getty Research Institute (archive.org)",2011,9,706
"Research Library, The Getty Research Institute (archive.org)",2011,7,1614
"Research Library, The Getty Research Institute (archive.org)",2011,8,30
"Research Library, The Getty Research Institute (archive.org)",2011,12,590
"Research Library, The Getty Research Institute (archive.org)",2011,11,2002
"Research Library, The Getty Research Institute (archive.org)",2012,1,398
"Research Library, The Getty Research Institute (archive.org)",2012,5,2651
"Research Library, The Getty Research Institute (archive.org)",2012,6,1655
"Research Library, The Getty Research Institute (archive.org)",2012,3,66
"Research Library, The Getty Research Institute (archive.org)",2014,6,12484
"Research Library, The Getty Research Institute (archive.org)",2014,5,1614
"Research Library, The Getty Research Institute (archive.org)",2014,4,13522
"Research Library, The Getty Research Institute (archive.org)",2014,3,2718
"Research Library, The Getty Research Institute (archive.org)",2013,12,2692
"Research Library, The Getty Research Institute (archive.org)",2013,11,1148
"Research Library, The Getty Research Institute (archive.org)",2014,1,244
"Research Library, The Getty Research Institute (archive.org)",2014,2,1312
Robarts - University of Toronto (archive.org),2014,2,1852
Robarts - University of Toronto (archive.org),2013,11,72
Robarts - University of Toronto (archive.org),2013,12,7410
Robarts - University of Toronto (archive.org),2012,1,35844
Robarts - University of Toronto (archive.org),2011,5,2284
Robarts - University of Toronto (archive.org),2011,4,2070
Robarts - University of Toronto (archive.org),2011,6,1908
Robarts - University of Toronto (archive.org),2013,1,1176
Robarts - University of Toronto (archive.org),2012,12,756
Robarts - University of Toronto (archive.org),2012,11,1828
Robarts - University of Toronto (archive.org),2013,4,3674
Robarts - University of Toronto (archive.org),2013,3,3320
Robarts - University of Toronto (archive.org),2013,5,10837
Robarts - University of Toronto (archive.org),2013,10,360
Robarts - University of Toronto (archive.org),2013,7,3130
Robarts - University of Toronto (archive.org),2013,8,1098
Robarts - University of Toronto (archive.org),2010,10,7032
Robarts - University of Toronto (archive.org),2010,11,3176
Robarts - University of Toronto (archive.org),2010,8,44246
Robarts - University of Toronto (archive.org),2010,9,10164
Robarts - University of Toronto (archive.org),2011,2,2563
Robarts - University of Toronto (archive.org),2011,3,246
Robarts - University of Toronto (archive.org),2010,12,9474
Robarts - University of Toronto (archive.org),2011,1,1156
Robarts - University of Toronto (archive.org),2010,6,18976
Robarts - University of Toronto (archive.org),2010,5,10638
Robarts - University of Toronto (archive.org),2010,7,13907
Robarts - University of Toronto (archive.org),2010,3,9744
Robarts - University of Toronto (archive.org),2010,4,3892
Robarts - University of Toronto (archive.org),2010,1,12244
Robarts - University of Toronto (archive.org),2010,2,9236
Robarts - University of Toronto (archive.org),2009,12,52820
Robarts - University of Toronto (archive.org),2009,11,380689
ROM - University of Toronto (archive.org),2009,11,2246
ROM - University of Toronto (archive.org),2011,9,3008
ROM - University of Toronto (archive.org),2011,10,5518
ROM - University of Toronto (archive.org),2012,1,152
ROM - University of Toronto (archive.org),2012,5,164
Roman Catholic Archdiocese of Toronto,2011,9,160
Royal Botanic Garden Edinburgh,2012,6,7140
"Royal Botanic Gardens Kew, Library",2013,8,6088
"Royal Botanic Gardens Kew, Library",2013,7,2546
"Royal Botanic Gardens Kew, Library",2013,9,520
"Royal Botanic Gardens Kew, Library",2014,2,4031
Royal Ontario Museum (archive.org),2014,2,188
Royal Ontario Museum (archive.org),2012,7,60
Royal Ontario Museum (archive.org),2012,6,5120
Royal Ontario Museum (archive.org),2011,11,844
Rutgers University Libraries (archive.org),2010,7,680
Rutgers University Libraries (archive.org),2010,5,336
Rutgers University Libraries (archive.org),2010,8,514
Ryerson University Library Special Collections (archive.org),2009,11,468
Saint Louis Public Library,2008,4,745
Saint Mary's College of California (archive.org),2009,11,4112
San Francisco Public Library (archive.org),2011,2,780
San Francisco Public Library (archive.org),2010,7,972
San Francisco Public Library (archive.org),2012,2,2086
San Francisco Public Library (archive.org),2012,5,422
San Francisco Public Library (archive.org),2012,3,14811
San Francisco Public Library (archive.org),2012,4,15962
San Francisco Public Library (archive.org),2012,11,528
San Francisco Public Library (archive.org),2013,5,462
San Francisco Public Library (archive.org),2014,1,62
