Institution Name,Year,Month,Titles
"MBLWHOI Library, Woods Hole",2012,5,1
"MBLWHOI Library, Woods Hole",2013,4,2
"MBLWHOI Library, Woods Hole",2009,10,40
"Mertz Library, The New York Botanical Garden",2014,3,16
"Mertz Library, The New York Botanical Garden",2013,4,76
"Mertz Library, The New York Botanical Garden",2013,5,8
"Mertz Library, The New York Botanical Garden",2013,6,4
"Mertz Library, The New York Botanical Garden",2013,7,1
"Mertz Library, The New York Botanical Garden",2013,10,27
"Mertz Library, The New York Botanical Garden",2012,8,12
"Mertz Library, The New York Botanical Garden",2012,11,176
"Mertz Library, The New York Botanical Garden",2012,12,4
"Mertz Library, The New York Botanical Garden",2012,6,3
"Mertz Library, The New York Botanical Garden",2012,2,11
"Mertz Library, The New York Botanical Garden",2012,3,78
"Mertz Library, The New York Botanical Garden",2011,10,1
"Mertz Library, The New York Botanical Garden",2008,11,41
"Mertz Library, The New York Botanical Garden",2008,12,291
"Mertz Library, The New York Botanical Garden",2008,10,31
"Mertz Library, The New York Botanical Garden",2008,9,26
"Mertz Library, The New York Botanical Garden",2009,4,30
"Mertz Library, The New York Botanical Garden",2009,5,241
"Mertz Library, The New York Botanical Garden",2009,3,195
"Mertz Library, The New York Botanical Garden",2009,2,198
"Mertz Library, The New York Botanical Garden",2008,6,302
"Mertz Library, The New York Botanical Garden",2008,5,176
"Mertz Library, The New York Botanical Garden",2008,7,40
"Mertz Library, The New York Botanical Garden",2008,8,274
"Mertz Library, The New York Botanical Garden",2008,2,49
"Mertz Library, The New York Botanical Garden",0,0,1
"Mertz Library, The New York Botanical Garden",2008,3,17
"Mertz Library, The New York Botanical Garden",2008,4,246
"Mertz Library, The New York Botanical Garden",2009,11,2
"Mertz Library, The New York Botanical Garden",2009,8,327
"Mertz Library, The New York Botanical Garden",2009,9,2
"Mertz Library, The New York Botanical Garden",2009,7,39
"Mertz Library, The New York Botanical Garden",2009,6,77
"Mertz Library, The New York Botanical Garden",2010,9,1
"Mertz Library, The New York Botanical Garden",2011,3,35
"Mertz Library, The New York Botanical Garden",2011,4,1
"Mertz Library, The New York Botanical Garden",2011,2,26
"Mertz Library, The New York Botanical Garden",2011,1,2
"Mertz Library, The New York Botanical Garden",2010,4,12
"Mertz Library, The New York Botanical Garden",2010,2,16
"Mertz Library, The New York Botanical Garden",2010,3,79
"Mertz Library, The New York Botanical Garden",2010,8,9
"Mertz Library, The New York Botanical Garden",2010,6,23
"Mertz Library, The New York Botanical Garden",2010,7,51
Mississauga - University of Toronto (archive.org),2010,7,1
Mississauga - University of Toronto (archive.org),2009,11,11
"Missouri Botanical Garden, Peter H. Raven Library",2009,11,7
"Missouri Botanical Garden, Peter H. Raven Library",2009,6,6
"Missouri Botanical Garden, Peter H. Raven Library",2009,7,8
"Missouri Botanical Garden, Peter H. Raven Library",2009,9,5
"Missouri Botanical Garden, Peter H. Raven Library",2009,8,10
"Missouri Botanical Garden, Peter H. Raven Library",2009,12,5
"Missouri Botanical Garden, Peter H. Raven Library",2010,1,7
"Missouri Botanical Garden, Peter H. Raven Library",2008,4,79
"Missouri Botanical Garden, Peter H. Raven Library",2008,3,8
"Missouri Botanical Garden, Peter H. Raven Library",2008,1,3
"Missouri Botanical Garden, Peter H. Raven Library",0,0,82
"Missouri Botanical Garden, Peter H. Raven Library",2006,5,218
"Missouri Botanical Garden, Peter H. Raven Library",2006,6,1
"Missouri Botanical Garden, Peter H. Raven Library",2006,7,2
"Missouri Botanical Garden, Peter H. Raven Library",2006,8,12
"Missouri Botanical Garden, Peter H. Raven Library",2008,2,5
"Missouri Botanical Garden, Peter H. Raven Library",2008,8,10
"Missouri Botanical Garden, Peter H. Raven Library",2008,7,44
"Missouri Botanical Garden, Peter H. Raven Library",2008,5,3
"Missouri Botanical Garden, Peter H. Raven Library",2008,6,11
"Missouri Botanical Garden, Peter H. Raven Library",2009,2,20
"Missouri Botanical Garden, Peter H. Raven Library",2009,3,6
"Missouri Botanical Garden, Peter H. Raven Library",2009,5,12
"Missouri Botanical Garden, Peter H. Raven Library",2009,4,9
"Missouri Botanical Garden, Peter H. Raven Library",2008,9,26
"Missouri Botanical Garden, Peter H. Raven Library",2008,10,10
"Missouri Botanical Garden, Peter H. Raven Library",2008,12,17
"Missouri Botanical Garden, Peter H. Raven Library",2009,1,17
"Missouri Botanical Garden, Peter H. Raven Library",2008,11,30
"Missouri Botanical Garden, Peter H. Raven Library",2010,7,8
"Missouri Botanical Garden, Peter H. Raven Library",2010,6,26
"Missouri Botanical Garden, Peter H. Raven Library",2010,8,7
"Missouri Botanical Garden, Peter H. Raven Library",2010,3,25
"Missouri Botanical Garden, Peter H. Raven Library",2010,2,10
"Missouri Botanical Garden, Peter H. Raven Library",2010,4,4
"Missouri Botanical Garden, Peter H. Raven Library",2010,5,27
"Missouri Botanical Garden, Peter H. Raven Library",2011,1,4
"Missouri Botanical Garden, Peter H. Raven Library",2011,2,7
"Missouri Botanical Garden, Peter H. Raven Library",2011,4,4
"Missouri Botanical Garden, Peter H. Raven Library",2011,3,12
"Missouri Botanical Garden, Peter H. Raven Library",2010,9,10
"Missouri Botanical Garden, Peter H. Raven Library",2010,10,21
"Missouri Botanical Garden, Peter H. Raven Library",2010,11,3
"Missouri Botanical Garden, Peter H. Raven Library",2010,12,6
"Missouri Botanical Garden, Peter H. Raven Library",2011,10,10
"Missouri Botanical Garden, Peter H. Raven Library",2011,11,2
"Missouri Botanical Garden, Peter H. Raven Library",2011,8,10
"Missouri Botanical Garden, Peter H. Raven Library",2011,9,9
"Missouri Botanical Garden, Peter H. Raven Library",2011,6,5
"Missouri Botanical Garden, Peter H. Raven Library",2011,7,5
"Missouri Botanical Garden, Peter H. Raven Library",2011,5,15
"Missouri Botanical Garden, Peter H. Raven Library",2012,3,6
"Missouri Botanical Garden, Peter H. Raven Library",2012,2,11
"Missouri Botanical Garden, Peter H. Raven Library",2011,12,7
"Missouri Botanical Garden, Peter H. Raven Library",2012,1,8
"Missouri Botanical Garden, Peter H. Raven Library",2012,6,8
"Missouri Botanical Garden, Peter H. Raven Library",2012,7,9
"Missouri Botanical Garden, Peter H. Raven Library",2012,5,12
"Missouri Botanical Garden, Peter H. Raven Library",2012,4,3
"Missouri Botanical Garden, Peter H. Raven Library",2012,12,2
"Missouri Botanical Garden, Peter H. Raven Library",2013,1,3
"Missouri Botanical Garden, Peter H. Raven Library",2013,3,4
"Missouri Botanical Garden, Peter H. Raven Library",2013,2,3
"Missouri Botanical Garden, Peter H. Raven Library",2012,11,14
"Missouri Botanical Garden, Peter H. Raven Library",2012,8,9
"Missouri Botanical Garden, Peter H. Raven Library",2012,9,7
"Missouri Botanical Garden, Peter H. Raven Library",2013,10,49
"Missouri Botanical Garden, Peter H. Raven Library",2013,11,6
"Missouri Botanical Garden, Peter H. Raven Library",2013,8,32
"Missouri Botanical Garden, Peter H. Raven Library",2013,9,18
"Missouri Botanical Garden, Peter H. Raven Library",2013,7,43
"Missouri Botanical Garden, Peter H. Raven Library",2013,6,19
"Missouri Botanical Garden, Peter H. Raven Library",2013,5,4
"Missouri Botanical Garden, Peter H. Raven Library",2013,4,3
"Missouri Botanical Garden, Peter H. Raven Library",2014,3,132
"Missouri Botanical Garden, Peter H. Raven Library",2014,2,26
"Missouri Botanical Garden, Peter H. Raven Library",2013,12,72
"Missouri Botanical Garden, Peter H. Raven Library",2014,1,50
"Missouri Botanical Garden, Peter H. Raven Library",2009,10,9
"Missouri Botanical Garden, Peter H. Raven Library",2014,6,8
"Missouri Botanical Garden, Peter H. Raven Library",2006,9,1
"Missouri Botanical Garden, Peter H. Raven Library",2006,10,1
"Missouri Botanical Garden, Peter H. Raven Library",2014,5,16
"Missouri Botanical Garden, Peter H. Raven Library",2014,4,131
MIT Libraries (archive.org),2009,11,1
Montana State Library (archive.org),2009,11,329
Montana State Library (archive.org),2010,11,2
Montana State Library (archive.org),2011,3,6
Montana State Library (archive.org),2011,4,2
Montana State Library (archive.org),2011,1,2
Montana State Library (archive.org),2010,6,9
Montana State Library (archive.org),2010,7,87
Montana State Library (archive.org),2013,6,29
Montana State Library (archive.org),2013,9,59
Montana State Library (archive.org),2013,8,6
Montana State Library (archive.org),2013,11,15
Montana State Library (archive.org),2013,10,51
Montana State Library (archive.org),2012,10,9
Montana State Library (archive.org),2013,2,2
Montana State Library (archive.org),2013,3,6
Montana State Library (archive.org),2012,12,1
Montana State Library (archive.org),2012,1,150
Montana State Library (archive.org),2011,5,23
Montana State Library (archive.org),2011,7,5
Montana State Library (archive.org),2011,6,1
Montana State Library (archive.org),2014,1,9
Montana State Library (archive.org),2014,3,2
"Morris Library, Southern Illinois University Carbondale (archive.org)",2010,7,1
"Mugar Memorial Library, Boston University (archive.org)",2009,11,16
Museum Victoria,2012,1,1
Museum Victoria,2012,2,2
Museum Victoria,2012,6,13
Museum Victoria,2012,12,2
Museum Victoria,2013,3,1
Museum Victoria,2012,10,2
Museum Victoria,2012,9,2
Museum Victoria,2012,8,2
Museum Victoria,2013,10,2
Museum Victoria,2013,11,5
Museum Victoria,2013,8,7
Museum Victoria,2013,9,7
Museum Victoria,2013,6,1
Museum Victoria,2013,4,3
Museum Victoria,2013,5,3
Museum Victoria,2014,2,11
Music - University of Toronto (archive.org),2009,11,2
Music - University of Toronto (archive.org),2010,7,1
National Library of Medicine (archive.org),2009,11,1
National Library of Scotland (archive.org),2009,11,11
National Library of Scotland (archive.org),2010,7,2
"Natural History Museum Library, London",2010,7,8
"Natural History Museum Library, London",2010,2,1
"Natural History Museum Library, London",2010,3,5
"Natural History Museum Library, London",2011,1,45
"Natural History Museum Library, London",2011,2,18
"Natural History Museum Library, London",2011,4,17
"Natural History Museum Library, London",2011,3,12
"Natural History Museum Library, London",2009,11,2
"Natural History Museum Library, London",2009,8,2
"Natural History Museum Library, London",2009,9,17
"Natural History Museum Library, London",2009,7,3
"Natural History Museum Library, London",2009,6,9
"Natural History Museum Library, London",2008,11,7
"Natural History Museum Library, London",2009,1,8
"Natural History Museum Library, London",2008,12,16
"Natural History Museum Library, London",2008,10,69
"Natural History Museum Library, London",2008,9,16
"Natural History Museum Library, London",2009,4,33
"Natural History Museum Library, London",2009,5,4
"Natural History Museum Library, London",2009,3,28
"Natural History Museum Library, London",2009,2,20
"Natural History Museum Library, London",2008,6,12
"Natural History Museum Library, London",2008,5,31
"Natural History Museum Library, London",2008,7,10
"Natural History Museum Library, London",2008,8,6
"Natural History Museum Library, London",2008,2,86
"Natural History Museum Library, London",0,0,1
"Natural History Museum Library, London",2008,1,6
"Natural History Museum Library, London",2008,4,35
"Natural History Museum Library, London",2013,5,4
"Natural History Museum Library, London",2013,4,1
"Natural History Museum Library, London",2013,6,1
"Natural History Museum Library, London",2013,9,26
"Natural History Museum Library, London",2013,8,1
"Natural History Museum Library, London",2013,11,1
"Natural History Museum Library, London",2013,10,1
"Natural History Museum Library, London",2012,8,4
"Natural History Museum Library, London",2012,9,2
"Natural History Museum Library, London",2013,3,2
"Natural History Museum Library, London",2013,2,4
"Natural History Museum Library, London",2012,12,2
"Natural History Museum Library, London",2013,1,2
"Natural History Museum Library, London",2012,6,1
"Natural History Museum Library, London",2012,7,1
"Natural History Museum Library, London",2012,2,2
"Natural History Museum Library, London",2012,1,1
"Natural History Museum Library, London",2011,12,5
"Natural History Museum Library, London",2011,6,3
"Natural History Museum Library, London",2011,7,18
"Natural History Museum Library, London",2011,5,2
"Natural History Museum Library, London",2011,9,3
"Natural History Museum Library, London",2011,8,7
"Natural History Museum Library, London",2011,10,2
"Natural History Museum Library, London",2014,2,4
"Natural History Museum Library, London",2014,3,5
"Natural History Museum Library, London",2014,1,2
"Natural History Museum Library, London",2013,12,3
"Natural History Museum Library, London",2014,4,3
"Natural History Museum Library, London",2014,5,6
"Natural History Museum Library, London",2014,6,8
"Natural History Museum Library, London",2009,10,6
Naval Postgraduate School (archive.org),2011,12,19
Naval Postgraduate School (archive.org),2012,1,18
Naval Postgraduate School (archive.org),2012,2,4
Naval Postgraduate School (archive.org),2012,3,57
Naval Postgraduate School (archive.org),2012,7,41
Naval Postgraduate School (archive.org),2012,6,60
Naval Postgraduate School (archive.org),2012,4,63
Naval Postgraduate School (archive.org),2012,5,19
Naval Postgraduate School (archive.org),2013,1,16
Naval Postgraduate School (archive.org),2012,12,4
Naval Postgraduate School (archive.org),2013,2,4
Naval Postgraduate School (archive.org),2012,9,57
Naval Postgraduate School (archive.org),2012,8,67
Naval Postgraduate School (archive.org),2012,10,43
Naval Postgraduate School (archive.org),2012,11,3
NC History of Health Digital Collection (archive.org),2010,4,1
NCSU Libraries (archive.org),2010,3,38
NCSU Libraries (archive.org),2010,2,31
NCSU Libraries (archive.org),2010,7,16
NCSU Libraries (archive.org),2009,12,19
NCSU Libraries (archive.org),2009,11,1085
NCSU Libraries (archive.org),2012,10,1
NCSU Libraries (archive.org),2013,3,1
NCSU Libraries (archive.org),2013,1,7
NCSU Libraries (archive.org),2009,10,104
New College of California (archive.org),2009,11,2
New York Public Library (archive.org),2009,11,83
New York Public Library (archive.org),2010,7,2
Nipissing University / Canadore College Libraries (archive.org),2009,11,1
"Northeastern University, Snell Library (archive.org)",2009,11,32
"Northeastern University, Snell Library (archive.org)",2011,8,3
OISE - University of Toronto (archive.org),2009,11,24
Ontario Ministry of Natural Resources Library (archive.org),2009,11,6
Ontario Ministry of the Environment (archive.org),2009,11,79
Ontario Ministry of the Environment (archive.org),2010,7,5
Penn State University (archive.org),2010,7,13
Penn State University (archive.org),2010,6,8
Penn State University (archive.org),2010,8,7
Penn State University (archive.org),2010,3,12
Penn State University (archive.org),2010,4,2
Penn State University (archive.org),2010,5,22
Penn State University (archive.org),2011,4,6
Penn State University (archive.org),2010,11,6
Penn State University (archive.org),2010,12,4
Penn State University (archive.org),2009,11,3
Penn State University (archive.org),2011,5,34
Penn State University (archive.org),2012,5,1
Penn State University (archive.org),2012,4,2
Penn State University (archive.org),2012,6,7
Penn State University (archive.org),2012,3,8
Penn State University (archive.org),2012,2,25
Penn State University (archive.org),2013,1,51
Penn State University (archive.org),2012,12,11
Penn State University (archive.org),2013,2,18
Penn State University (archive.org),2012,11,38
Penn State University (archive.org),2012,8,4
Penn State University (archive.org),2012,9,12
Penn State University (archive.org),2013,4,12
"Philadelphia Museum of Art, Library (archive.org)",2009,11,1
PIMS - University of Toronto (archive.org),2009,11,1
PIMS - University of Toronto (archive.org),2011,12,1
PIMS - University of Toronto (archive.org),2011,7,1
PIMS - University of Toronto (archive.org),2011,9,2
PIMS - University of Toronto (archive.org),2011,10,1
Prelinger Library (archive.org),2012,8,1
Prelinger Library (archive.org),2013,1,1
Prelinger Library (archive.org),2009,11,171
Prelinger Library (archive.org),2010,7,9
Princeton Theological Seminary Library (archive.org),2010,2,2
Princeton Theological Seminary Library (archive.org),2009,11,39
Princeton Theological Seminary Library (archive.org),2011,10,3
Princeton Theological Seminary Library (archive.org),2011,5,1
Princeton Theological Seminary Library (archive.org),2014,6,1
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,1,1
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,12,4
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,2,14
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,3,16
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,8,1
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,11,7
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,4,6
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,5,5
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,6,7
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,10,2
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,8,2
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,9,1
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2009,11,5
Regis - University of Toronto (archive.org),2009,11,2
"Research Library, The Getty Research Institute (archive.org)",2009,11,15
"Research Library, The Getty Research Institute (archive.org)",2009,12,1
"Research Library, The Getty Research Institute (archive.org)",2010,1,1
"Research Library, The Getty Research Institute (archive.org)",2010,2,1
"Research Library, The Getty Research Institute (archive.org)",2010,3,2
"Research Library, The Getty Research Institute (archive.org)",2010,5,1
"Research Library, The Getty Research Institute (archive.org)",2010,4,12
"Research Library, The Getty Research Institute (archive.org)",2010,7,2
"Research Library, The Getty Research Institute (archive.org)",2010,6,13
"Research Library, The Getty Research Institute (archive.org)",2010,12,3
"Research Library, The Getty Research Institute (archive.org)",2010,10,4
"Research Library, The Getty Research Institute (archive.org)",2011,2,1
"Research Library, The Getty Research Institute (archive.org)",2013,8,4
"Research Library, The Getty Research Institute (archive.org)",2013,10,3
"Research Library, The Getty Research Institute (archive.org)",2013,11,7
"Research Library, The Getty Research Institute (archive.org)",2013,7,1
"Research Library, The Getty Research Institute (archive.org)",2013,5,1
"Research Library, The Getty Research Institute (archive.org)",2013,4,1
"Research Library, The Getty Research Institute (archive.org)",2012,11,1
"Research Library, The Getty Research Institute (archive.org)",2012,10,2
"Research Library, The Getty Research Institute (archive.org)",2012,8,2
"Research Library, The Getty Research Institute (archive.org)",2012,9,4
"Research Library, The Getty Research Institute (archive.org)",2013,3,6
"Research Library, The Getty Research Institute (archive.org)",2013,2,1
"Research Library, The Getty Research Institute (archive.org)",2012,12,4
"Research Library, The Getty Research Institute (archive.org)",2013,1,2
"Research Library, The Getty Research Institute (archive.org)",2011,5,1
"Research Library, The Getty Research Institute (archive.org)",2011,7,4
"Research Library, The Getty Research Institute (archive.org)",2011,10,4
"Research Library, The Getty Research Institute (archive.org)",2011,11,3
"Research Library, The Getty Research Institute (archive.org)",2011,9,2
"Research Library, The Getty Research Institute (archive.org)",2011,8,1
"Research Library, The Getty Research Institute (archive.org)",2011,12,2
"Research Library, The Getty Research Institute (archive.org)",2012,1,1
"Research Library, The Getty Research Institute (archive.org)",2012,3,1
"Research Library, The Getty Research Institute (archive.org)",2012,6,3
"Research Library, The Getty Research Institute (archive.org)",2012,7,3
"Research Library, The Getty Research Institute (archive.org)",2012,5,3
"Research Library, The Getty Research Institute (archive.org)",2014,6,6
"Research Library, The Getty Research Institute (archive.org)",2014,5,5
"Research Library, The Getty Research Institute (archive.org)",2014,4,2
"Research Library, The Getty Research Institute (archive.org)",2013,12,2
"Research Library, The Getty Research Institute (archive.org)",2014,1,1
"Research Library, The Getty Research Institute (archive.org)",2014,3,4
"Research Library, The Getty Research Institute (archive.org)",2014,2,3
Robarts - University of Toronto (archive.org),2014,2,1
Robarts - University of Toronto (archive.org),2013,12,5
Robarts - University of Toronto (archive.org),2012,1,12
Robarts - University of Toronto (archive.org),2011,6,5
Robarts - University of Toronto (archive.org),2011,5,5
Robarts - University of Toronto (archive.org),2013,1,3
Robarts - University of Toronto (archive.org),2012,12,2
Robarts - University of Toronto (archive.org),2013,3,6
Robarts - University of Toronto (archive.org),2012,11,4
Robarts - University of Toronto (archive.org),2013,4,5
Robarts - University of Toronto (archive.org),2013,5,1
Robarts - University of Toronto (archive.org),2013,7,5
Robarts - University of Toronto (archive.org),2013,11,1
Robarts - University of Toronto (archive.org),2013,10,1
Robarts - University of Toronto (archive.org),2013,8,2
Robarts - University of Toronto (archive.org),2011,2,6
Robarts - University of Toronto (archive.org),2011,1,3
Robarts - University of Toronto (archive.org),2011,4,9
Robarts - University of Toronto (archive.org),2011,3,1
Robarts - University of Toronto (archive.org),2010,10,9
Robarts - University of Toronto (archive.org),2010,9,25
Robarts - University of Toronto (archive.org),2010,12,9
Robarts - University of Toronto (archive.org),2010,11,4
Robarts - University of Toronto (archive.org),2010,6,37
Robarts - University of Toronto (archive.org),2010,8,45
Robarts - University of Toronto (archive.org),2010,7,72
Robarts - University of Toronto (archive.org),2010,4,3
Robarts - University of Toronto (archive.org),2010,5,8
Robarts - University of Toronto (archive.org),2010,3,25
Robarts - University of Toronto (archive.org),2010,2,20
Robarts - University of Toronto (archive.org),2010,1,13
Robarts - University of Toronto (archive.org),2009,12,16
Robarts - University of Toronto (archive.org),2009,11,678
ROM - University of Toronto (archive.org),2011,9,55
ROM - University of Toronto (archive.org),2011,10,78
ROM - University of Toronto (archive.org),2012,1,4
ROM - University of Toronto (archive.org),2012,4,1
Roman Catholic Archdiocese of Toronto,2011,9,1
Royal Botanic Garden Edinburgh,2012,6,25
"Royal Botanic Gardens Kew, Library",2013,8,12
"Royal Botanic Gardens Kew, Library",2013,9,1
"Royal Botanic Gardens Kew, Library",2013,7,10
"Royal Botanic Gardens Kew, Library",2014,2,1
Royal Ontario Museum (archive.org),2014,2,5
Royal Ontario Museum (archive.org),2012,6,57
Royal Ontario Museum (archive.org),2011,11,11
Rutgers University Libraries (archive.org),2010,5,1
Rutgers University Libraries (archive.org),2010,7,2
Rutgers University Libraries (archive.org),2010,8,1
Ryerson University Library Special Collections (archive.org),2009,11,1
Saint Mary's College of California (archive.org),2009,11,9
San Francisco Public Library (archive.org),2010,7,1
San Francisco Public Library (archive.org),2012,2,1
San Francisco Public Library (archive.org),2013,5,4
San Francisco Public Library (archive.org),2012,11,2
San Francisco Public Library (archive.org),2014,3,5
San Francisco Public Library (archive.org),2013,12,8
San Francisco Public Library (archive.org),2014,1,1
"School of Government Library, University of North Carolina at Chapel Hill",2013,8,1
"School of Theology, Boston University (archive.org)",2010,3,1
"School of Theology, Boston University (archive.org)",2009,11,1
SciELO - Scientific Electronic Library Online,2014,1,9
SciELO - Scientific Electronic Library Online,2013,12,2
Scott - York University Libraries (archive.org),2009,10,3
Scott - York University Libraries (archive.org),2009,11,3
Scott - York University Libraries (archive.org),2009,12,5
Scott - York University Libraries (archive.org),2010,7,1
Smithsonian Institution Archives,2014,6,9
Smithsonian Libraries,2014,6,26
Smithsonian Libraries,2009,10,181
Smithsonian Libraries,2014,4,67
Smithsonian Libraries,2014,5,116
Smithsonian Libraries,2013,12,37
Smithsonian Libraries,2014,1,35
Smithsonian Libraries,2014,3,53
Smithsonian Libraries,2014,2,43
Smithsonian Libraries,2010,7,48
Smithsonian Libraries,2010,8,93
Smithsonian Libraries,2010,6,55
Smithsonian Libraries,2010,3,70
Smithsonian Libraries,2010,2,34
Smithsonian Libraries,2010,5,51
Smithsonian Libraries,2010,4,51
Smithsonian Libraries,2010,11,24
Smithsonian Libraries,2010,12,33
Smithsonian Libraries,2010,9,58
Smithsonian Libraries,2010,10,72
Smithsonian Libraries,2011,3,30
Smithsonian Libraries,2011,4,14
Smithsonian Libraries,2011,1,37
Smithsonian Libraries,2011,2,28
Smithsonian Libraries,2009,12,87
Smithsonian Libraries,2010,1,59
Smithsonian Libraries,2009,6,494
Smithsonian Libraries,2009,7,269
Smithsonian Libraries,2009,9,127
Smithsonian Libraries,2009,8,239
Smithsonian Libraries,2009,11,168
Smithsonian Libraries,2008,4,5
Smithsonian Libraries,2008,1,19
Smithsonian Libraries,2008,3,1
Smithsonian Libraries,0,0,3
Smithsonian Libraries,2006,8,1
Smithsonian Libraries,2008,2,58
Smithsonian Libraries,2008,8,5
Smithsonian Libraries,2008,7,5
Smithsonian Libraries,2008,5,47
Smithsonian Libraries,2008,6,10
Smithsonian Libraries,2009,2,272
Smithsonian Libraries,2009,3,421
Smithsonian Libraries,2009,5,410
Smithsonian Libraries,2009,4,339
Smithsonian Libraries,2008,9,124
Smithsonian Libraries,2008,10,119
Smithsonian Libraries,2008,12,170
Smithsonian Libraries,2009,1,335
Smithsonian Libraries,2008,11,396
Smithsonian Libraries,2013,8,43
Smithsonian Libraries,2013,9,31
Smithsonian Libraries,2013,10,26
Smithsonian Libraries,2013,11,36
Smithsonian Libraries,2013,5,39
Smithsonian Libraries,2013,4,72
Smithsonian Libraries,2013,7,25
Smithsonian Libraries,2013,6,47
Smithsonian Libraries,2012,11,38
Smithsonian Libraries,2012,10,91
Smithsonian Libraries,2012,9,160
Smithsonian Libraries,2012,8,58
Smithsonian Libraries,2013,3,157
Smithsonian Libraries,2013,2,55
Smithsonian Libraries,2012,12,51
Smithsonian Libraries,2013,1,24
Smithsonian Libraries,2012,2,35
Smithsonian Libraries,2012,3,127
Smithsonian Libraries,2012,1,60
Smithsonian Libraries,2011,12,109
Smithsonian Libraries,2012,6,62
Smithsonian Libraries,2012,7,41
Smithsonian Libraries,2012,4,55
Smithsonian Libraries,2012,5,87
Smithsonian Libraries,2011,11,31
Smithsonian Libraries,2011,10,39
Smithsonian Libraries,2011,9,67
Smithsonian Libraries,2011,8,21
Smithsonian Libraries,2011,5,28
Smithsonian Libraries,2011,6,27
Smithsonian Libraries,2011,7,26
South African National Biodiversity Institute,2013,7,3
South African National Biodiversity Institute,2013,8,1
South Australian Museum,2013,5,1
State Library of Massachusetts (archive.org),2009,11,2
State Library of North Carolina (archive.org),2010,7,2
State Library of North Carolina (archive.org),2013,7,1
State Library of North Carolina (archive.org),2013,6,2
State Library of North Carolina (archive.org),2013,2,3
State Library of North Carolina (archive.org),2013,3,1
State Library of North Carolina (archive.org),2011,10,12
State Library of North Carolina (archive.org),2012,3,4
State Library of North Carolina (archive.org),2014,4,1
Sterling and Francine Clark Art Institute Library (archive.org),2013,2,1
Sterling and Francine Clark Art Institute Library (archive.org),2012,12,1
Sterling and Francine Clark Art Institute Library (archive.org),2012,11,1
Sweet Briar College (archive.org),2010,10,4
Sweet Briar College (archive.org),2010,11,5
The Bancroft Library (archive.org),2009,11,8
The Bancroft Library (archive.org),2012,5,1
The Johns Hopkins University Sheridan Libraries (archive.org),2009,11,37
"The University of Western Ontario, Western Archives (archive.org)",2009,11,13
Tisch Library (archive.org),2009,11,4
Tisch Library (archive.org),2010,8,1
Tisch Library (archive.org),2013,8,1
Toronto Public Library : North York Central (archive.org),2009,11,10
Toronto Public Library: Research and Reference Libraries (archive.org),2009,11,1
Trinity College - University of Toronto (archive.org),2009,11,6
Trinity College - University of Toronto (archive.org),2013,12,1
Tufts University (archive.org),2009,11,1
"U.S. Department of Agriculture, National Agricultural Library",2013,8,807
"U.S. Department of Agriculture, National Agricultural Library",2013,9,472
"U.S. Department of Agriculture, National Agricultural Library",2013,11,268
"U.S. Department of Agriculture, National Agricultural Library",2013,10,321
"U.S. Department of Agriculture, National Agricultural Library",2013,6,466
"U.S. Department of Agriculture, National Agricultural Library",2013,7,560
"U.S. Department of Agriculture, National Agricultural Library",2013,5,536
"U.S. Department of Agriculture, National Agricultural Library",2013,4,129
"U.S. Department of Agriculture, National Agricultural Library",2013,1,62
"U.S. Department of Agriculture, National Agricultural Library",2013,2,189
"U.S. Department of Agriculture, National Agricultural Library",2013,3,21
"U.S. Department of Agriculture, National Agricultural Library",2013,12,536
"U.S. Department of Agriculture, National Agricultural Library",2014,1,65
"U.S. Department of Agriculture, National Agricultural Library",2014,2,1253
"U.S. Department of Agriculture, National Agricultural Library",2014,3,393
"U.S. Department of Agriculture, National Agricultural Library",2014,4,2159
"U.S. Department of Agriculture, National Agricultural Library",2014,5,333
"U.S. Department of Agriculture, National Agricultural Library",2014,6,262
"U.S. Dept. of the Treasury, Treasury Library (archive.org)",2009,11,1
U.S. Government Printing Office (archive.org),2009,11,5
"UCLA Library, Preservation Department",2014,4,1
"UCLA Library, Preservation Department",2014,3,4
"UCLA Library, Preservation Department",2014,2,1
"UCLA Library, Preservation Department",2013,12,1
UMass Amherst Libraries (archive.org),2014,3,7
UMass Amherst Libraries (archive.org),2014,5,1
UMass Amherst Libraries (archive.org),2009,11,370
UMass Amherst Libraries (archive.org),2010,1,30
UMass Amherst Libraries (archive.org),2009,12,9
UMass Amherst Libraries (archive.org),2010,8,41
UMass Amherst Libraries (archive.org),2010,6,1
